,rat_id,study_day,condition,treatment,trial_num,rem_start,rem_end,event_strings
1705,11,1,CON,4,5-0,2450,2472,T
1706,6,1,HC,4,5-0,355,468,TPTPTPT
1707,6,1,HC,4,5-0,520,576,TPTPT
1708,6,1,HC,4,5-0,1549,1661,TPTPT
1709,6,1,HC,4,5-0,1756,1784,T
1710,4,6,OD,4,1,2416,2523,TPTPT
1711,6,3,HC,4,4,819,831,T
1712,6,3,HC,4,4,1125,1242,TPTPT
1713,6,3,HC,4,4,1321,1346,T
1714,6,3,HC,4,4,1420,1461,T
1715,6,3,HC,4,4,2355,2495,TPTPTP
1716,13,11,OR-N,4,5-1,3269,3407,PTPTPTPTPT
1717,13,11,OR-N,4,5-1,4279,4443,TPTPTPTPTPTPT
1718,13,11,OR-N,4,5-1,5045,5069,T
1719,7,1,HC,3,4,933,949,T
1720,7,1,HC,3,4,1307,1500,TPTPTPTPTPT
1721,7,1,HC,3,4,2350,2492,TPTPTPTPT
1722,11,4,OR,4,1,2284,2331,T
1723,4,6,OD,0,4,1234,1312,TPT
1724,4,6,OD,0,4,1870,1906,TPT
1725,4,6,OD,0,4,2560,2577,TPT
1726,9,2,CON,4,1,1631,1684,TPTPT
1727,9,2,CON,4,1,1714,1778,T
1728,9,2,CON,4,1,2532,2585,T
1729,5,16,OR,1,4,1134,1224,TPTPTPT
1730,3,5,CON,3,5-1,2843,2854,T
1731,3,5,CON,3,5-1,2907,3055,TPTPT
1732,3,5,CON,3,5-1,3094,3124,PT
1733,3,5,CON,3,5-1,3654,3797,TPTPTPTPT
1734,3,5,CON,3,5-1,3837,3881,T
1735,4,5,HC,0,2,2064,2166,TPTPTPT
1736,6,10,OD,4,2,1318,1357,TPT
1737,6,10,OD,4,2,1386,1471,TPTPT
1738,6,10,OD,4,2,1518,1565,T
1739,4,4,HC,3,5-2,5425,5497,T
1740,4,4,HC,3,5-2,5766,5830,TPT
1741,4,4,HC,3,5-2,6284,6310,T
1742,4,4,HC,3,5-2,6426,6547,TPTPTPTPTPTPTPT
1743,4,4,HC,3,5-2,7045,7081,T
1744,4,4,HC,3,5-2,7238,7367,TPTPTPT
1745,4,4,HC,3,5-2,7771,7839,T
1746,4,4,HC,3,5-2,7949,7956,T
1747,4,4,HC,3,5-2,8032,8083,T
1748,4,6,OR,3,4,1628,1660,T
1749,4,6,OR,3,4,1982,2060,TPTPT
1750,4,8,HC,1,5-0,1420,1454,PT
1751,4,8,HC,1,5-0,1707,1858,TPTPTPTPTPT
1752,4,8,HC,1,5-0,2254,2305,TPT
1753,8,4,CON,3,3,1160,1200,T
1754,8,4,CON,3,3,1358,1462,TPTPTPTPT
1755,8,4,CON,3,3,2014,2066,TPT
1756,5,4,HC,0,4,644,745,TPTPTPT
1757,5,4,HC,0,4,1568,1598,T
1758,5,4,HC,0,4,1616,1710,TPT
1759,5,4,HC,0,4,2674,2692,T
1760,1,1,OD,4,3,868,979,TPT
1761,1,1,OD,4,3,1509,1696,TPTPTPTPTPTPTPT
1762,1,1,OD,4,3,2387,2475,TPT
1763,1,1,OD,4,3,2498,2674,TPTPTPTPTPT
1764,1,1,OD,4,3,2696,2713,T
1765,1,3,OR,2,4,775,830,TPT
1766,1,3,OR,2,4,1032,1085,T
1767,1,3,OR,2,4,1689,1705,T
1768,1,3,OR,2,4,1807,1943,TPTPTPTPTPTPT
1769,1,3,OR,2,4,2652,2698,T
1770,5,14,OR,0,5-0,1517,1588,TPTPTPT
1771,8,2,OR,3,4,1254,1264,T
1772,8,2,OR,3,4,1671,1877,TPTPTPTPTPT
1773,8,2,OR,3,4,2430,2449,T
1774,8,2,OR,3,4,2524,2601,TPTPT
1775,8,2,OR,3,4,2664,2698,T
1776,8,4,CON,3,5-3,10156,10204,TPT
1777,8,4,CON,3,5-3,10492,10504,T
1778,8,4,CON,3,5-3,10663,10775,TPTPT
1779,13,2,HC,4,2,723,796,PTPTPT
1780,13,2,HC,4,2,806,872,TPT
1781,13,2,HC,4,2,1630,1743,TPTPT
1782,6,10,OD,4,3,1236,1306,TPT
1783,6,10,OD,4,3,1951,2054,T
1784,7,1,HC,3,5-0,1349,1361,T
1785,7,1,HC,3,5-0,1767,1901,TPTPTPT
1786,7,1,HC,3,5-0,2273,2290,T
1787,3,5,CON,3,5-0,936,964,T
1788,3,5,CON,3,5-0,1322,1430,TPTPTPT
1789,3,5,CON,3,5-0,1450,1519,TPT
1790,3,5,CON,3,5-0,1546,1620,TPT
1791,3,5,CON,3,5-0,1658,1666,T
1792,3,5,CON,3,5-0,2231,2265,T
1793,9,3,OR,2,5-1,2727,2740,T
1794,9,3,OR,2,5-1,3139,3302,TPTPTPTPTPT
1795,5,1,OR,1,5-0,1527,1646,TPTPTPTPT
1796,5,1,OR,1,5-0,2197,2219,PTPT
1797,5,1,OR,1,5-0,2358,2399,T
1798,11,3,HC,4,2,997,1056,TPT
1799,11,3,HC,4,2,1103,1318,TPTPTPTPT
1800,11,3,HC,4,2,1853,1869,T
1801,11,3,HC,4,2,2398,2500,TPTPTPTPT
1802,11,3,HC,4,2,2518,2572,T
1803,11,3,HC,4,2,2600,2699,TPTPT
1804,6,1,HC,4,2,1779,1815,T
1805,6,1,HC,4,2,2343,2460,TPTPTPTPTPT
1806,6,1,HC,4,2,2555,2572,T
1807,6,1,HC,4,2,2662,2684,TPT
1808,13,11,OR-N,4,4,1009,1031,T
1809,13,11,OR-N,4,4,1434,1550,TPT
1810,13,11,OR-N,4,4,1936,2054,TPTPTPT
1811,5,2,OR,0,4,1855,1899,TPTPT
1812,5,2,OR,0,4,1977,2053,T
1813,3,5,OR-N,4,5-2,5753,5904,TPTPTPT
1814,3,5,OR-N,4,5-2,6749,6830,TPT
1815,3,5,OR-N,4,5-2,7567,7632,T
1816,3,5,OR-N,4,5-2,7686,7718,TPT
1817,13,11,OR-N,4,1,2058,2204,TPTPT
1818,2,3,CON,2,4,1405,1438,PT
1819,6,2,OR,2,5-0,1335,1347,T
1820,6,2,OR,2,5-0,1644,1686,TPT
1821,6,2,OR,2,5-0,1719,1880,TPTPTPTPTPT
1822,1,2,OD,2,1,1780,1838,TPTPT
1823,1,2,OD,2,1,2455,2506,T
1824,4,6,OD,0,5-1,2631,2737,TPTPTPT
1825,4,6,OD,0,5-1,3263,3328,TPT
1826,4,6,OD,0,5-1,4723,4853,TPTPTPTPT
1827,4,6,OD,0,5-1,5360,5382,T
1828,3,5,HC,0,1,2138,2183,T
1829,5,5,OD,1,3,1217,1298,TPTP
1830,5,5,OD,1,3,1300,1343,PT
1831,5,5,OD,1,3,1989,2018,TPT
1832,5,5,OD,1,3,2058,2102,T
1833,3,8,HC,0,5-2,5487,5712,TPTPTPTPTPTPTPTPTP
1834,3,8,HC,0,5-2,6265,6298,TPT
1835,3,8,HC,0,5-2,6362,6502,TPT
1836,3,8,HC,0,5-2,6526,6628,TPT
1837,3,8,HC,0,5-2,7904,7933,T
1838,11,3,HC,4,3,486,502,T
1839,11,3,HC,4,3,689,710,T
1840,11,3,HC,4,3,1093,1249,TPTPTPTPTP
1841,11,3,HC,4,3,1273,1307,T
1842,11,3,HC,4,3,1774,1837,PTPT
1843,11,3,HC,4,3,2127,2371,TPT
1844,11,3,HC,4,3,2389,2504,TPT
1845,11,3,HC,4,3,2518,2541,T
1846,11,3,HC,4,3,2555,2591,TPT
1847,9,1,HC,2,5-0,1684,1715,T
1848,9,1,HC,2,5-0,2006,2021,T
1849,9,1,HC,2,5-0,2315,2410,TPTPTPT
1850,3,6,OD,1,2,2011,2103,T
1851,6,1,HC,4,5-1,5213,5287,PTPT
1852,11,1,CON,4,4,927,1019,TPTPTPTPTPT
1853,11,1,CON,4,4,1484,1633,TPTPTPT
1854,11,1,CON,4,4,1646,1681,T
1855,11,1,CON,4,4,2153,2188,TPT
1856,11,1,CON,4,4,2688,2707,T
1857,6,6,HC,4,5-2,6117,6239,TPTPTPT
1858,6,6,HC,4,5-2,6305,6337,T
1859,6,6,HC,4,5-2,6796,6844,TPTPT
1860,6,6,HC,4,5-2,7322,7399,TPT
1861,6,6,HC,4,5-2,7493,7554,TPTPTPT
1862,6,6,HC,4,5-2,7567,7711,TPTPTPT
1863,6,6,HC,4,5-2,7729,7747,T
1864,6,2,OR,2,5-1,2558,2731,TPTPTPTPTPT
1865,6,2,OR,2,5-1,3840,3979,TPTPT
1866,6,2,OR,2,5-1,4580,4652,T
1867,5,7,HC,1,3,1200,1448,TPTPTPT
1868,5,7,HC,1,3,2431,2643,TPTPTPTPT
1869,3,16,OR,1,5-0,1165,1187,T
1870,3,16,OR,1,5-0,1560,1621,TPT
1871,3,16,OR,1,5-0,2243,2327,TPTPT
1872,3,16,OR,1,5-0,2401,2471,T
1873,4,8,HC,1,4,1391,1543,TPTPTPTPT
1874,4,8,HC,1,4,2166,2223,PTPTPT
1875,4,4,OR-N,4,5-0,1111,1224,TPT
1876,4,4,OR-N,4,5-0,2344,2484,TPTPTPTPT
1877,2,3,CON,2,2,1769,1798,T
1878,2,3,CON,2,2,1862,1917,TPTPT
1879,2,3,CON,2,2,2271,2281,T
1880,2,3,CON,2,2,2400,2410,T
1881,2,3,CON,2,2,2555,2566,T
1882,2,3,CON,2,2,2608,2617,TPT
1883,2,3,CON,2,2,2640,2703,TPTPTPT
1884,2,3,CON,2,2,2720,2754,TPTPT
1885,1,1,OD,4,4,870,1056,TPTPTPT
1886,1,1,OD,4,4,2054,2265,TPTPTPT
1887,3,8,HC,0,3,1313,1330,TPT
1888,3,8,HC,0,3,1530,1616,TPT
1889,3,8,HC,0,3,1708,1768,TPT
1890,9,2,CON,4,5-2,6691,6722,T
1891,9,2,CON,4,5-2,7466,7492,T
1892,9,2,CON,4,5-2,7977,8009,T
1893,2,1,OD,2,5-1,5312,5374,TPT
1894,6,4,CON,4,1,2403,2538,TPTPTPT
1895,11,4,OR,4,5-0,689,759,TPT
1896,11,4,OR,4,5-0,1067,1177,TPTPT
1897,11,4,OR,4,5-0,1231,1264,T
1898,11,4,OR,4,5-0,1763,1980,TPTPTPTPTPTPTPT
1899,4,4,HC,3,2,667,703,T
1900,4,4,HC,3,2,942,953,TPT
1901,4,4,HC,3,2,1034,1188,TPTPT
1902,4,4,HC,3,2,1198,1241,TPTPT
1903,4,4,HC,3,2,1250,1303,T
1904,4,4,HC,3,2,1313,1321,T
1905,4,4,HC,3,2,1571,1610,T
1906,4,4,HC,3,2,1618,1627,T
1907,4,4,HC,3,2,2362,2526,TPTPTPTPTPTPT
1908,6,10,OD,4,5-1,3343,3353,T
1909,6,10,OD,4,5-1,4193,4359,TPTPTPT
1910,6,10,OD,4,5-1,5260,5298,T
1911,11,2,OD,4,5-1,2690,2724,T
1912,11,2,OD,4,5-1,3011,3043,T
1913,11,2,OD,4,5-1,3289,3428,TPTPTPTPT
1914,11,2,OD,4,5-1,3550,3604,T
1915,11,2,OD,4,5-1,3894,3943,T
1916,11,2,OD,4,5-1,4221,4258,T
1917,11,2,OD,4,5-1,4290,4402,TPT
1918,11,2,OD,4,5-1,4425,4464,T
1919,11,2,OD,4,5-1,4789,4904,T
1920,11,2,OD,4,5-1,4930,4968,T
1921,1,3,HC,4,5-2,5710,5834,TPTPTPT
1922,1,3,HC,4,5-2,6597,6721,TPTPTPTPTPT
1923,1,3,HC,4,5-2,7063,7146,TPTPT
1924,7,5,OD,3,5-3,8960,8966,T
1925,7,5,OD,3,5-3,9223,9295,TPTPT
1926,7,5,OD,3,5-3,10310,10446,TPTPT
1927,6,4,CON,4,2,1132,1237,TPTPT
1928,6,4,CON,4,2,1769,1868,TPTPT
1929,3,2,HC,0,5-0,1464,1619,TPTPTPTPTPT
1930,1,1,OD,4,1,1553,1667,TPTPTPTPT
1931,1,1,OD,4,1,2033,2101,TPTPT
1932,3,3,OR,3,5-0,2619,2623,T
1933,9,3,OR,2,3,723,736,T
1934,9,3,OR,2,3,944,1006,TPTPT
1935,9,3,OR,2,3,1037,1160,TPTPTPT
1936,9,3,OR,2,3,1756,1829,TPTPT
1937,9,3,OR,2,3,1861,2021,TPT
1938,6,6,HC,4,2,343,374,T
1939,6,6,HC,4,2,431,550,TPTPTPTPTPT
1940,6,6,HC,4,2,581,625,TPT
1941,6,6,HC,4,2,1284,1300,T
1942,6,6,HC,4,2,1365,1535,TPTPTPTPT
1943,6,6,HC,4,2,1555,1650,TPTPT
1944,6,6,HC,4,2,1675,1762,TPT
1945,6,6,HC,4,2,1764,1776,T
1946,6,6,HC,4,2,2482,2509,T
1947,13,2,HC,4,4,2404,2511,TPTPT
1948,13,2,HC,4,4,2520,2561,T
1949,13,2,HC,4,5-0,2353,2442,TPTPT
1950,5,16,OR,1,5-2,7138,7256,TPT
1951,5,5,OD,1,5-3,8406,8436,TPT
1952,5,5,OD,1,5-3,8504,8514,T
1953,5,8,HC,0,3,1331,1485,TPTPTPT
1954,5,8,HC,0,3,2428,2475,TPT
1955,11,2,OD,4,5-2,7728,7824,TPTPTPTPT
1956,11,2,OD,4,5-2,7848,7855,T
1957,11,2,OD,4,5-2,8082,8099,T
1958,8,4,CON,3,1,2564,2586,T
1959,6,6,HC,4,3,695,715,T
1960,6,6,HC,4,3,994,1054,TPTPT
1961,6,6,HC,4,3,1090,1151,TPT
1962,6,6,HC,4,3,1163,1247,TPTPT
1963,6,6,HC,4,3,1274,1388,TPTPT
1964,6,6,HC,4,3,1952,1965,T
1965,6,6,HC,4,3,2121,2170,TPT
1966,6,6,HC,4,3,2204,2222,T
1967,6,6,HC,4,3,2325,2366,PT
1968,6,2,OD,4,4,816,844,T
1969,6,2,OD,4,4,1194,1217,T
1970,6,2,OD,4,4,1257,1360,TPTPTPT
1971,6,2,OD,4,4,1410,1437,TPT
1972,6,2,OD,4,4,2093,2206,TPTPTPT
1973,6,2,OD,4,4,2246,2377,TPTPT
1974,5,4,HC,0,5-0,1419,1484,TPTPTPTPTPT
1975,5,4,HC,0,5-0,1506,1592,TPT
1976,5,4,HC,0,5-0,1634,1664,T
1977,5,4,HC,0,5-0,2307,2331,T
1978,5,4,HC,0,5-0,2414,2628,TPTPTPT
1979,3,3,OR,3,3,1660,1753,TPT
1980,2,3,CON,2,1,1163,1185,T
1981,2,3,CON,2,1,1934,1955,TPT
1982,2,3,CON,2,1,2313,2327,T
1983,2,3,CON,2,1,2449,2540,TPT
1984,4,7,HC,1,4,2267,2391,TPTPT
1985,4,4,OD,1,5-1,2795,2817,T
1986,4,4,OD,1,5-1,2889,3051,TPTPTPT
1987,4,4,OD,1,5-1,3671,3797,TPTPTPT
1988,4,4,OD,1,5-1,4411,4517,TPTPTPTPT
1989,4,4,OD,1,5-1,4544,4666,TPTPT
1990,3,3,HC,4,5-3,9383,9440,T
1991,3,3,HC,4,5-3,9906,9990,TPTPTPT
1992,3,4,OD,4,3,794,867,TPT
1993,3,4,OD,4,3,1263,1465,TPTPTPTPT
1994,3,4,OD,4,3,2251,2388,TPTPTPTPT
1995,11,4,OR,4,5-2,5472,5501,T
1996,11,4,OR,4,5-2,6573,6595,T
1997,11,4,OR,4,5-2,6904,6980,TPTPT
1998,11,4,OR,4,5-2,7335,7428,TPTPT
1999,11,4,OR,4,5-2,7713,7835,TPTPTPT
2000,1,2,OR,4,5-3,8578,9767,TPTPTPTPT
2001,3,17,HC,0,3,1984,2101,TPTP
2002,3,2,CON,4,5-1,2752,2878,TPTPT
2003,3,2,CON,4,5-1,4100,4286,TPTPTPTPT
2004,3,1,OR,1,4,1371,1449,PT
2005,4,9,HC,0,5-0,751,831,TPTPT
2006,4,9,HC,0,5-0,2513,2632,TPT
2007,3,14,HC,3,5-1,4387,4459,TPTPT
2008,3,6,OD,1,5-1,2885,2969,TPTPTPT
2009,3,6,OD,1,5-1,3404,3422,TPT
2010,3,6,OD,1,5-1,3601,3608,T
2011,3,6,OD,1,5-1,3710,3843,TPTPT
2012,3,6,OD,1,5-1,4278,4302,T
2013,3,6,OD,1,5-1,4606,4618,TPT
2014,3,6,OD,1,5-1,5012,5020,T
2015,3,6,OD,1,5-1,5121,5219,T
2016,6,4,OD,2,5-0,1508,1515,T
2017,6,4,OD,2,5-0,1607,1638,TPT
2018,6,4,OD,2,5-0,1681,1688,T
2019,6,4,OD,2,5-0,2011,2086,TPT
2020,6,4,OD,2,5-0,2449,2527,TPTPT
2021,6,4,OD,2,5-0,2558,2617,T
2022,3,9,HC,1,5-1,3191,3209,PTPT
2023,3,9,HC,1,5-1,3661,3719,TPT
2024,3,9,HC,1,5-1,4277,4307,T
2025,3,9,HC,1,5-1,4450,4481,T
2026,3,9,HC,1,5-1,4655,4665,T
2027,3,9,HC,1,5-1,5024,5038,TPTPTPT
2028,3,9,HC,1,5-1,5157,5172,T
2029,3,7,HC,1,5-2,7349,7397,PTPT
2030,3,7,HC,1,5-2,7778,7816,PT
2031,5,5,OD,1,5-2,5435,5473,TPT
2032,5,5,OD,1,5-2,5913,5944,TPT
2033,5,5,OD,1,5-2,5949,5983,T
2034,5,5,OD,1,5-2,6019,6034,T
2035,5,5,OD,1,5-2,6325,6360,TPTPT
2036,4,2,HC,0,5-1,4679,4740,T
2037,4,6,OR,3,2,788,800,T
2038,4,6,OR,3,2,882,1031,TPTPT
2039,4,6,OR,3,2,1285,1306,T
2040,4,6,OR,3,2,1510,1524,T
2041,4,6,OR,3,2,1634,1657,T
2042,4,6,OR,3,2,1745,1757,T
2043,4,6,OR,3,2,1869,1894,T
2044,4,6,OR,3,2,1923,2025,TPTPTPTPTPT
2045,4,6,OR,3,2,2057,2069,T
2046,4,6,OR,3,2,2108,2146,T
2047,4,6,OR,3,2,2535,2560,TPTPT
2048,4,17,HC,0,5-2,5916,5938,T
2049,4,17,HC,0,5-2,6021,6081,TPT
2050,4,17,HC,0,5-2,6446,6618,TPTPTPTPTPT
2051,13,11,OR-N,4,5-0,2048,2204,TPTPTPT
2052,5,6,HC,1,5-0,2567,2660,TPTPT
2053,4,5,OD,3,5-1,2668,2727,TPT
2054,4,5,OD,3,5-1,2746,2762,T
2055,4,5,OD,3,5-1,2765,2857,TPTPTPTPTPT
2056,4,5,OD,3,5-1,3369,3408,TPT
2057,4,5,OD,3,5-1,3549,3564,T
2058,4,5,OD,3,5-1,3615,3631,T
2059,4,5,OD,3,5-1,3732,3777,T
2060,13,1,CON,4,5-0,2143,2243,TPTPT
2061,9,10,OR,4,5-1,3018,3050,T
2062,9,10,OR,4,5-1,3596,3668,T
2063,9,10,OR,4,5-1,4898,4964,TPTPTPTPTPT
2064,4,6,OD,0,5-2,7453,7524,PTPT
2065,7,2,OR,3,4,1517,1536,T
2066,7,2,OR,3,4,1988,2156,TPTPTPTPT
2067,3,6,OD,1,4,939,1026,TPTPT
2068,3,6,OD,1,4,1482,1542,TPT
2069,3,6,OD,1,4,2314,2330,T
2070,3,6,OD,1,4,2373,2414,TPT
2071,6,5,OR,4,5-3,7963,8313,TPTPTPTPTPTPTPTPT
2072,6,5,OR,4,5-3,9523,9563,T
2073,6,5,OR,4,5-3,9628,9746,TPTPT
2074,6,5,OR,4,5-3,9777,9836,T
2075,6,5,OR,4,5-3,10331,10358,T
2076,6,5,OR,4,5-3,10502,10656,TPTPTPTPT
2077,9,1,HC,2,5-2,5507,5529,T
2078,9,1,HC,2,5-2,6071,6098,T
2079,9,1,HC,2,5-2,6353,6456,TPTPTPT
2080,9,1,HC,2,5-2,6753,6780,T
2081,1,4,HC,2,2,1823,1828,T
2082,1,4,HC,2,2,2183,2305,TPTPTPTPT
2083,9,4,OD,4,5-3,8589,8620,TPT
2084,9,4,OD,4,5-3,8642,8710,TPTPTPT
2085,9,4,OD,4,5-3,8758,8778,T
2086,9,4,OD,4,5-3,8852,8895,T
2087,9,4,OD,4,5-3,9364,9384,T
2088,9,4,OD,4,5-3,9506,9526,T
2089,9,4,OD,4,5-3,9643,9691,TPT
2090,9,4,OD,4,5-3,9717,9738,T
2091,9,4,OD,4,5-3,10223,10276,TPT
2092,9,4,OD,4,5-3,10313,10434,TPTPT
2093,1,1,CON,2,5-2,5707,5729,TPT
2094,1,1,CON,2,5-2,5836,5847,TPT
2095,1,1,CON,2,5-2,6251,6336,TPT
2096,3,3,HC,4,5-0,1735,1788,TPT
2097,3,3,HC,4,5-0,1852,1920,TPT
2098,3,2,HC,0,5-1,2887,3030,TPT
2099,3,2,HC,0,5-1,3713,3742,T
2100,3,2,HC,0,5-1,4165,4262,TPTPT
2101,4,6,OD,4,5-3,8345,8361,T
2102,4,6,OD,4,5-3,8871,8887,TPT
2103,4,6,OD,4,5-3,9175,9229,T
2104,4,6,OD,4,5-3,9337,9370,T
2105,4,6,OD,4,5-3,9581,9679,TPTPT
2106,4,6,OD,4,5-3,9906,10042,TPT
2107,6,10,OD,4,5-0,936,959,T
2108,6,10,OD,4,5-0,1559,1582,TPT
2109,6,10,OD,4,5-0,2211,2384,TPTPTPTPT
2110,6,10,OD,4,5-0,2449,2510,T
2111,8,1,HC,3,5-2,5313,5471,TPT
2112,8,1,HC,3,5-2,5970,6053,TPTPT
2113,8,1,HC,3,5-2,6640,6700,T
2114,8,1,HC,3,5-2,7007,7154,TPTPTPTPTPTPTPTPT
2115,8,1,HC,3,5-2,7226,7249,T
2116,5,4,HC,0,1,1480,1526,T
2117,5,4,HC,0,1,2081,2278,TPTPT
2118,4,4,OR-N,4,5-3,8207,8299,TPT
2119,4,4,OR-N,4,5-3,9225,9279,TPTPTPTPT
2120,4,4,OR-N,4,5-3,9316,9349,T
2121,1,1,OD,4,5-2,5886,6053,TPTPTPTPT
2122,1,1,OD,4,5-2,7379,7428,T
2123,1,1,OD,4,5-2,7850,7866,T
2124,1,1,OD,4,5-2,8002,8034,TPT
2125,5,3,OD,0,5-0,1866,1943,TPTPT
2126,6,4,CON,4,3,2305,2443,TPTPT
